nom,adresse,adresse2,adresse3,code_postal,ville,email,tel,fax,web,wgs84
Bouffes Parisiens,"4, rue Monsigny",,,75002,Paris,nathalie.cacheux@bouffesparisiens.com,01 42 96 92 40,01 42 86 88 73,http://www.bouffesparisiens.com,"48.8683903, 2.3354035"
Centre Jean Dame,17 rue Léopold Bellan,,,75002,Paris,alexandre.gibert@paris.fr,01 55 80  78 35,,,"48.8665516, 2.345287"
Sentier des Halles,"50, rue d'Aboukir",,,75002,Paris,,01 42 61 89 90,01 42 61 89 96,http://www.sentierdeshalles.fr,"48.867394, 2.3455999"
La Comédie République,"1, boulevard Saint-Martin",,,75003,Paris,,01 40 29 03 02,01 40 29 97 28,http://www.comedierepublique.com,"48.868201, 2.362143"
Instituto cultural de Mexico,119 rue Vieille-du-Temple,,,75003,Paris,idemex@wanadoo.fr,01 44 61 84 44,01 44 61 84 45,http://www.mexiqueculture.org,"48.8609945, 2.3625348"
Bibliothèque Isle Saint-Louis à Paris,21 rue Saint-Louis en l'ile,,,75004,Paris,bibliotheque.isle-saint-louis@paris.fr,01 56 81 28 10,,,"48.8514761, 2.3573883"
L'Essaïon,"6, rue Pierre-au-Lard",,,75004,Paris,administration@essaion.com,01 42 78 61 73,,http://www.essaion.com,"48.8596354, 2.35322"
Micadanses,"16, rue Geoffroy l'Asnier",,,75004,Paris,infos@micadanses.Fr,01 42 74 46 00,01 42 74 64 00,http://www.micadanses.fr,"48.8545318, 2.3562167"
Théâtre Espace Marais,"22, rue Beautreillis",,,75004,Paris,,01 48 04 91 55,01 48 04 94 40,,"48.8534791, 2.364257"
Centre Culturel†Italien,4 rue des Prêtres St Séverin,,,75005,Paris,,01 46 34 27 00,01 43 54 20 85,http://www.centreculturelitalien.com/,"48.852272, 2.345275"
Institut du monde arabe,Place Mohammed V,"1, rue des Fossés Saint-Bernard",,75005,Paris,,01 40 51 38 38,01 43 54 76 45,http://www.imarabe.org,"48.849268, 2.3554666"
Théâtre de la Huchette,"23, rue de la Huchette",,,75005,Paris,administration@theatre-huchette.com,09 60 40 30 29,,http://www.theatredelahuchette.com,"48.8530589, 2.3453459"
Comédie française / Théâtre du Vieux Colombier,"21, rue du Vieux-Colombier",,,75006,Paris,,01 44 39 87 00,01 44 39 87 19,http://www.comedie-francaise.fr,"48.8517349, 2.3303968"
Théâtre du Lucernaire,"53, rue Notre-Dame-des-Champs",,,75006,Paris,,01 42 22 26 50,01 45 44 86 92,http://www.lucernaire.fr,"48.8442572, 2.3303711"
Centre Culturel de Taipei à Paris,78 rue de l'université,,,75007,Paris,contact@ccacctp.org,01 44 39 88 66,01 44 39 88 79,http://www.ccacctp.org/,"48.8591873, 2.3247598"
Maison de l'Amérique latine,217 boulevard Saint-Germain,,,75007,Paris,culturel@mal217.org,01 49 54 75 00,01 45 49 06 33,http://www.mal217.org,"48.857342, 2.3237558"
Espace Pierre Cardin,"1-3, avenue Gabriel",,,75008,Paris,espacecardin@wanadoo.fr,01 44 56 02 02,01 44 56 02 16,http://www.pierrecardin.com,"48.8674865, 2.3187235"
Le Grand Palais,Avenue Winston-Churchill (entrée du public),Cours la Reine - Porte D (entrée administrative),,75008,Paris,,,,http://www.grandpalais.fr,"48.8661793, 2.313089"
Jeu de Paume,1 place de la Concorde,,,75008,Paris,info@jeudepaume.org,01 47 03 12 50,,http://www.jeudepaume.org/,"48.8657992, 2.3240664"
Théâtre des Mathurins,"36, rue des Mathurins",,,75008,Paris,contact@theatredesmathurins.com,01 42 65 62 46,01 49 24 91 69,http://www.theatredesmathurins.com/,"48.873263, 2.325684"
L'Antre Magique,"50, rue Saint-Georges",,,75009,Paris,antremagique@gmail.com,01 39 68 20 20,,http://www.antremagique.fr,"48.8773785, 2.3373861"
Centre culturel anatolie,77 rue Lafayette,,,75009,Paris,cca-anatolie@orange.fr,01 42 80 04 74,01 42 80 61 12,http://www.cca-anatolie.com,"48.876389, 2.345514"
La Grande Comédie,"42, rue de Clichy",,,75009,Paris,,08 99 56  46 68,,http://www.lagrandecomedie.com,"48.8794876, 2.3292929"
Le Limonaire,"18, cité Bergère",,,75009,Paris,limonaire@free.fr,01 45 23 33 33,,http://limonaire.free.fr,"48.8723681, 2.3449676"
Petit Théâtre de Paris,"15, rue Blanche",,,75009,Paris,contact@theatredeparis.com,,,http://www.theatredeparis.com,"48.8786247, 2.33155"
Théâtre Grévin,"10, boulevard Montmartre",,,75009,Paris,contact@grevin.com,01 47 70 85 05,01 47 70 06 53,http://www.grevin.com/,"48.8718236, 2.3421599"
Théâtre Trévise,"14, rue de Trévise",,,75009,Paris,thierry@theatre-trevise.com,01 45 23 35 45,,http://www.theatre-trevise.com,"48.873408, 2.345342"
L'Archipel,"17, boulevard de Strasbourg",,,75010,Paris,administration@larchipel.net,01 48 00 04 35,,http://www.larchipel.net,"48.8704463, 2.3546794"
Centre d'animation de la Grange-aux-Belles,"55, rue de la Granges-aux-Belles",,,75010,Paris,,01 42 03 40 78,01 42 03 47 67,http://www.crl10.net,"48.876923, 2.368999"
Le Local,"18, rue de l'Orillon",,,75010,Paris,infos@le-local.net,01 46 36 11 89,,http://le-local.net,"48.8700943, 2.3759687"
Théâtre Antoine Simone Berriau,"14, boulevard de Strasbourg",,,75010,Paris,theatre.antoine@wanadoo.fr,01 42 08 46 28,01 42 08 38 40,http://www.theatre-antoine.com,"48.870587, 2.355182"
Théâtre du Splendid,"48, rue du Faubourg Saint-Martin",,,75010,Paris,splendid@noos.fr,01 42 08 13 45,01 42 41 20 74,http://www.lesplendid.com,"48.8707275, 2.356709"
Au Chat noir,"76, rue Jean-Pierre Timbaud",,,75011,Paris,auchatnoir@gmail.com,01 48 06 98 22,,http://auchatnoir.free.fr,"48.8673668, 2.3760961"
Le Bataclan,"50, boulevard Voltaire",,,75011,Paris,,,,http://www.le-bataclan.com,"48.863063, 2.370815"
Comédie des 3 Bornes,"32, rue des Trois-Bornes",,,75011,Paris,contact@trois-bornes.com,01 43 57 68 29,01 43 57 68 29,http://www.trois-bornes.com,"48.8675132, 2.3754918"
l'International,"5-7, rue Moret",,,75011,Paris,contact@linternational.fr,01 49 29 76 45,,http://www.linternational.fr/,"48.8667795, 2.3799041"
La Ménagerie de Verre,"12-14, rue Léchevin",,,75011,Paris,info@menagerie-de-verre.org,01 43 38 33 44,01 43 38 74 56,http://www.menagerie-de-verre.org,"48.863316, 2.37671"
Le Passage vers les étoiles,"17, cité Joly",,,75011,Paris,passageversetoiles@free.fr,01 43 38 83 45,,http://passage.vers.etoiles.free.fr/,"48.8627422, 2.3826582"
Théâtre Artistic-Athévains,"45 bis, rue Richard Lenoir",,,75011,Paris,aatheatre@gmail.com,01 43 56 38 46,01 43 56 08 97,http://www.artistic-athevains.com,"48.856582, 2.380991"
Théâtre Le Temple,"18, rue du Faubourg-du-Temple",,,75011,Paris,contact@theatreletemple.com,01 43 38 45 83,,http://www.theatreletemple.com,"48.868199, 2.366387"
La Maison d'Europe et d'Orient,"3, passage Hennel",accès par le 105 avenue Daumesnil,,75012,Paris,,01 40 24 00 55,01 40 24 00 59,http://www.sildav.org,"48.8450493, 2.3799851"
Médiathèque Hélène Berr à Paris,70 rue de Picpus,,,75012,Paris,mediatheque.helene-berr@paris.fr,01 43 45 87 12,,,"48.8425712, 2.3974443"
Théâtre Astral,Parc Floral de Paris,,,75012,Paris,theatre.astral@wanadoo.fr,01 43 71 31 10,,http://www.theatreastral.com/,"48.83834, 2.44645"
Théâtre du Soleil,La Cartoucherie,Route du Champ de Manœuvre,,75012,Paris,,01 43 74 87 63,01 43 28 33 61,http://www.theatre-du-soleil.fr,"48.83501, 2.449296"
La Cachette,"124, avenue d'Italie",,,75013,Paris,contact@la-cachette.com,01 45 89 02 20,,http://www.la-cachette.com,"48.8237658, 2.3577739"
Péniche El Alamein,Quai François Mauriac,Port de la gare,,75013,Paris,bateaulalamein@yahoo.fr,06 82 04 82 46,,,"48.8348235, 2.3771864"
Théâtre Dunois,"7, rue Louise Weiss",,,75013,Paris,contact@theatredunois.org,01 45 84 72 00,01 45 86 39 24,http://www.theatredunois.org/,"48.8331304, 2.370547"
Au Magique,"42, rue de Gergovie",,,75014,Paris,havet@aumagique.com,01 45 42 26 10,,http://www.aumagique.com,"48.8331668, 2.3158605"
La Comédie italienne,"17/19, rue de la Gaîté",,,75014,Paris,comedieitalienne@orange.fr,01 43 21 22 22,,http://www.comedie-italienne.fr,"48.840043, 2.3239639"
Théâtre Montparnasse,"31, rue de la Gaîté",,,75014,Paris,theatre@theatremontparnasse.com,01 43 22 77 30,,http://www.theatremontparnasse.com,"48.8394969, 2.3235395"
Espace Paris Plaine,13 rue du Général Guillaumat,,,75015,Paris,espaceparisplaine@orange.fr,01 40 43 01 82,01 42 50 47 77,http://www.espaceparisplaine.com/,"48.8279165, 2.2929615"
Maison de la culture du Japon de Paris,"101 bis, quai Branly",,,75015,Paris,contact@mcjp.asso.fr,01 44 37 95 01,,,"48.8547877, 2.2895207"
Théo-Théâtre,"20, rue Théodore-Deck",,,75015,Paris,,01 45 54 00 16,01 45 58 66 90,http://www.theotheatre.com,"48.8371751, 2.2888634"
Théâtre le Ranelagh,"5, rue des Vignes",,,75016,Paris,administration@theatre-ranelagh.com,01 42 88 64 84,01 42 30 81 19,http://www.theatre-ranelagh.com,"48.854566, 2.277611"
L'Européen,"5, rue Biot",,,75017,Paris,europeen.staccato@wanadoo.fr,01 43 87 29 89,01 43 87 67 80,http://www.leuropeen.info,"48.8839467, 2.326466"
Atelier René Loyon,11 rue Saint-Luc,,,75018,Paris,compagnierl@wanadoo.fr,01 55 79 76 10,,http://www.compagnierl.com/,"48.8863035, 2.3541481"
Centre culturel Fleury Goutte d'Or - Barbara,"1, rue Fleury",,,75018,Paris,contact@fgo-barbara.fr,01 53 09 30 70,,http://www.centre-musical-fgo.fr,"48.8841878, 2.3541225"
Le Divan du Monde,"75, rue des Martyrs",,,75018,Paris,,,,http://www.divandumonde.com,"48.882444, 2.339593"
La Manufacture des Abbesses,"7, rue Véron",,,75018,Paris,,01 42 33 42 03,,http://www.manufacturedesabbesses.com,"48.884434, 2.33667"
Théâtre de La Reine Blanche,"2 bis, passage Ruelle",,,75018,Paris,,,,http://www.reineblanche.com,"48.8867083, 2.3582251"
Théâtre Le Funambule,"53, rue des Saules",,,75018,Paris,surlefil2006@yahoo.fr,01 42 23 88 83,01 46 06 31 97,http://www.funambule-montmartre.com/,"48.8907673, 2.3404795"
Théâtre Ouvert - Centre dramatique national de création,Jardin d'Hiver,"4 bis, cité Véron",,75018,Paris,,01 42 55 74 40,01 42 55 55 40,http://www.theatre-ouvert.net,"48.88483, 2.332291"
Abracadabar,"123, avenue Jean Jaurès",,,75019,Paris,info@abracadabar.fr,06 46 36 23 18,,http://www.abracadabar.fr,"48.8861001, 2.3822935"
Le Cabaret Sauvage,Parc de la Villette,211 avenue Jean Jaurè,,75019,Paris,cabaret@cabaretsauvage.com,01 42 09 03 09,01 42 09 11 17,http://www.cabaretsauvage.com,"48.886688, 2.384424"
Cité des Sciences et de l'Industrie,"30, avenue Corentin Cariou",,,75019,Paris,citeservice@cite-sciences.fr,01 40 05 70 00,,http://www.cite-sciences.fr,"48.8955948, 2.3878996"
Espace B,"16, rue Barbanègre",,,75019,Paris,programmation@espaceb.net,01 40 37 30 29,,http://www.espaceb.net,"48.8932337, 2.3844223"
Péniche Anako,Bassin de la Villette,Face au 61 quai de la Seine,,75019,Paris,admin@penicheanako.org,,,http://peniche.anako.com/,"48.8875478, 2.3760476"
Théâtre Paris-Villette,"211, avenue Jean-Jaurès",,,75019,Paris,,,,http://www.theatre-paris-villette.com,"48.8866647, 2.3844281"
Bibliothèque Sorbier à Paris,17 rue Sorbier,,,75020,Paris,bibliotheque.sorbier@paris.fr,01 46 36 17 79,,,"48.865991, 2.3927994"
La Flèche d'Or,"102 bis, rue de Bagnolet",,,75020,Paris,programmation.flechedor@orange.fr,01 44 64 01 02,01 44 64 05 93,http://www.flechedor.fr,"48.859432, 2.402888"
Studio Le Regard du Cygne,"210, rue de Belleville",,,75020,Paris,redcygne@free.fr,01 43 58 55 93,01 46 36 70 67,http://www.leregarducygne.com,"48.8751826, 2.3951875"
Le Théâtre aux mains nues,"7, square des Cardeurs",,,75020,Paris,contact.tmn@wanadoo.fr,01 43 72 60 28,01 43 72 60 43,http://www.theatre-aux-mains-nues.fr,"48.8584471, 2.4079768"
Théâtre national de la Colline,"15, rue Malte Brun",,,75020,Paris,,01 44 62 52 00,01 44 62 52 90,http://www.colline.fr,"48.8646159, 2.3975585"
Maison de l'UNESCO,"7, place de Fontenoy",,,75352,Paris 07 SP,,01 45 68 10 00,,http://www.unesco.org,"48.849591, 2.306255"
Auditorium du Louvre,Musée du Louvre,,,75001,Paris,auditorium@louvre.fr,01 40 20 55 55,,http://www.louvre.fr,"48.86101, 2.3358804"
Comédie Française / Studio-Théâtre,Carrousel du Louvre,Place de la Pyramide inversée,"99, rue de Rivoli",75001,Paris,,01 44 58 98 41,01 42 60 35 65,http://www.comedie-francaise.fr,"48.859993, 2.343687"
Espace Saint-Honoré,"62, rue Saint-Honoré",,,75001,Paris,salmon62@orange.fr,01 42 36 98 07,,,"48.8612738, 2.3436605"
Théâtre du Châtelet,Place du Châtelet,,,75001,Paris,,01 40 28 28 00,,http://www.chatelet-theatre.com,"48.8574799, 2.347244"
Opéra comique,"1, place Boieldieu",,,75002,Paris,info@opera-comique.com,01 42 44 45 40,,http://www.opera-comique.com,"48.8706772, 2.3376408"
Théâtre de la Michodière,"4 bis, rue de la Michodière",,,75002,Paris,,01 47 42 96 77,,,"48.869415, 2.334484"
Galerie Emmanuel Perrotin,"76, rue de Turenne",,,75003,Paris,info@perrotin.com,01 42 16 79 79,01 42 16 79 74,http://www.galerieperrotin.com,"48.8605304, 2.3646096"
Le Petit Casino,"17, rue Chapon",,,75003,Paris,,01 42 78 36 50,,http://www.lepetitcasino.fr,"48.8634259, 2.3560048"
Théâtre du marais,37 rue Volta,,,75003,Paris,,01 45 44 88 42,,http://www.theatre-du-marais.com/,"48.8663791, 2.3577818"
Centre culturel de Serbie,123 rue Saint-Martin,,,75004,Paris,info@ccserbie.com,01 42 72 50 50,01 42 72 52 80,http://www.ccserbie.com,"48.8608109, 2.3512384"
Théâtre de la Ville,"2, place du Châtelet",,,75004,Paris,,01 48 87 54 42,01 48 87 81 15,http://www.theatredelaville-paris.com/,"48.857529, 2.347702"
Bibliothèque de l'heure Joyeuse à Paris,12 Rue des Prêtres Saint-Séverin,,,75005,Paris,bibliotheque.heure-joyeuse@paris.fr,01 56 81 15 60,,http://equipement.paris.fr/,"48.8517824, 2.3449178"
Bibliothèque Rainer Maria Rilke à Paris,88 Ter boulevard de Port-Royal,,,75005,Paris,bibliotheque.rainer-maria.rilke@paris.fr,01 56 81 10 70,,,"48.8393, 2.339084"
Espace Quartier Latin,"37, rue Tournefort",,,75005,Paris,espacequartierlatin@wanadoo.fr,,,,"48.842449, 2.348238"
Théâtre Mouffetard,"73, rue Mouffetard",,,75005,Paris,,01 43 36 87 88,,http://www.theatremouffetard.com,"48.842305, 2.349845"
Maison des Cultures du Monde,"101, boulevard Raspail",,,75006,Paris,info@maisondesculturesdumonde.org,01 45 44 72 30,01 45 44 76 60,http://www.mcm.asso.fr,"48.8462774, 2.3285394"
Centre culturel arabe syrien,12 avenue de Tourville,,,75007,Paris,centreculturelsyrien@wanadoo.fr,01 47 05 30 11,01 47 05 23 11,http://www.centreculturelsyrien.info,"48.8542435, 2.3080558"
La Culée Rive-Gauche du Pont Alexandre III,Pont Alexandre III - Rive Gauche,Esplanade des Invalides,,75007,Paris,,,,,"48.8612598, 2.3132654"
Forum culturel autrichien,17 avenue de Villars,,,75007,Paris,,01 47 05 27 10,,http://www.fca-fr.com,"48.8519182, 2.3138044"
Comédie et Studio des Champs Élysées,"15, avenue Montaigne",,,75008,Paris,contact@comediedeschampselysees.com,01 53 23 99 10,01 53 23 99 09,http://www.comediedeschampselysees.com,"48.8656057, 2.303239"
Institut polonais,31 rue Jean Goujon,,,75008,Paris,info@institutpolonais.fr,01 53 93 90 10,01 45 62 07 90,http://www.institutpolonais.fr/,"48.865405, 2.304835"
Salle Gaveau,"45, rue de la Boétie",,,75008,Paris,c.fournier@sallegaveau.com,01 49 53 05 07,,http://www.sallegaveau.com,"48.873519, 2.314247"
Théâtre Marigny-Robert Hossein,Carré Marigny,,,75008,Paris,,01 53 96 70 30,01 53 96 70 31,http://www.theatremarigny.fr,"48.8692292, 2.3137183"
Bibliothèque Chaptal à Paris,26 rue Chaptal,,,75009,Paris,bibliotheque.chaptal@paris.fr,01 49 70 92 80,,,"48.8811255, 2.3323381"
Le Bistrot blanc,"52, rue Blanche",,,75009,Paris,bistroblanc@aol.com,01 49 95 01 75,,,"48.8802222, 2.3315307"
Comédie Caumartin,"25, rue Caumartin",,,75009,Paris,junqua.caumartin@yahoo.fr,01 42 61 52 12,01 42 61 73 00,,"48.8716377, 2.3281659"
L'Olympia,"28, boulevard des Capucines",,,75009,Paris,,,01 55 27 10 10,http://www.olympiahall.com,"48.87022, 2.328326"
Théâtre de Paris,"15, rue Blanche",,,75009,Paris,contact@theatredeparis.com,01 48 74 10 75,01 48 74 28 09,http://www.theatredeparis.com,"48.8786247, 2.33155"
Théâtre du Nord-Ouest,"13, rue du Faubourg-Montmartre",,,75009,Paris,public@theatredunordouest.com,01 47 00 19 31,01 43 38 52 66,http://theatredunordouest.com,"48.8723219, 2.3431114"
Théâtre Le Bout,6 rue Frochot,,,75009,Paris,contact@lebout.com,01 42 85 11 88,01 42 85 11 99,http://www.lebout.com/,"48.8813437, 2.3375871"
Bibliothèque François Villon à Paris,81 boulevard de la Villette,,,75010,Paris,bibliotheque.francois-villon@paris.fr,01 42 41 14 30,,,"48.8772136, 2.3707779"
Centre international d'accueil et d'échange des Résidences,"150-154, rue du Faubourg Saint-Martin",,,75010,Paris,contact@centre-les-recollets.com,01 53 26 21 00,01 53 26 21 08,http://www.centre-les-recollets.com,"48.8757442, 2.360315"
Le Palais des Glaces,"37, rue du Faubourg-du-Temple",,,75010,Paris,palaisdesglaces2@wanadoo.fr,01 42 02 05 25,01 42 02 10 25,http://www.palaisdesglaces.com,"48.8691104, 2.3683897"
Théâtre de la Porte Saint-Martin,"18, boulevard Saint-Martin",,,75010,Paris,jrc@theatre-portestmartin.fr,01 42 08 06 93 (secrétariat),01 42 40 18 33,http://www.portestmartin.com,"48.8688996, 2.3569994"
Théâtre des Bouffes du Nord,"37 bis, boulevard de la Chapelle",,,75010,Paris,cict@bouffesdunord.com,01 46 07 33 00,01 46 07 34 11,http://www.bouffesdunord.com,"48.884201, 2.358914"
L'Alimentation Générale,"64, rue Jean-Pierre Timbaud",,,75011,Paris,prod@alimentation-generale.net,,,http://www.alimentation-generale.net,"48.8675438, 2.3751443"
La Boutonnière,"25, rue Popincourt",,,75011,Paris,laboutonniere@gmail.com,01 43 55 05 32,,http://la.boutonniere.free.fr,"48.8581479, 2.3767665"
Conteners,30-32 rue de Lappe,,,75011,Paris,contact@conteners.org,,,http://www.conteners.org,"48.8530359, 2.3740213"
Espace Christian Dente,ACP la Manufacture Chanson,"124, avenue de la République",,75011,Paris,acp@manufacturechanson.org,01 43 58 19 94,01 79 75 87 19,http://www.manufacturechanson.org,"48.8629922, 2.3858033"
Le lieu du collectif 21.29.7,"37, rue des 3 bornes",,,75011,Paris,21.29.7.collectif@gmail.com,01 43 14 30 20,,,"48.867353, 2.374653"
Satellit Café,"44, rue de la Folie-Méricourt",,,75011,Paris,,01 47 00 48 87,,http://www.satellit-cafe.com,"48.8636131, 2.3723665"
Théâtre de BelleVille,"94, rue du Faubourg-du-Temple",Passage Piver,,75011,Paris,contact@theatredebelleville.com,01 48 06 72 34 (administration : 01 83 64 50 20),01 43 55 92 54,http://www.theatredebelleville.com/,"48.87089, 2.374345"
Théâtre de la danse,77 rue de Charonne,,,75011,Paris,infos@theatredeladanse.fr,01 43 56 89 87,01 43 56 89 87,http://www.theatredeladanse.fr/,"48.8538774, 2.3815069"
Le Zèbre,"61-63, boulevard de Belleville",,,75011,Paris,lezebre.paris@wanadoo.fr,01 43 55 55 55,01 43 55 55 90,http://www.lezebre.com,"48.8701947, 2.3787852"
Opéra National de Paris - Opéra Bastille,"120, rue de Lyon",,,75012,Paris,,01 40 01 80 54,,http://www.operadeparis.fr,"48.8519444, 2.3705556"
Théâtre de l'Épée de Bois,La Cartoucherie,Route du Champ de Manœuvre,,75012,Paris,programmation@epeedebois.com,01 48 08 18 75,,http://www.epeedebois.com/,"48.836581, 2.449467"
Bateau El Alamein,Quai François Mauriac,,,75013,Paris,bateauelalamein@yahoo.fr,,01 45 86 45 63,http://elalamein.free.fr,"48.8341379, 2.377319"
Centre culturel du Vietnam,19-19 bis rue Albert,,,75013,Paris,contact@ccv-france.org,01 53 82 48 42,01 53 82 48 42,http://www.ccv-france.org,"48.824578, 2.372767"
Centre Mandapa,"6, rue Wurtz",,,75013,Paris,centremandapa@yahoo.fr,01 45 89 01 60,,hhttp://www.centre-mandapa.fr/,"48.8276012, 2.345287"
Théâtre 13 / Seine,30 rue du Chevaleret,,,75013,Paris,,01 45 88 16 30.,,,"48.8276798, 2.3771732"
Bibliothèque Georges Brassens à Paris,38 rue Gassendi,,,75014,Paris,bibliotheque.georges-brassens@paris.fr,01 53 90 30 30,,,"48.8337127, 2.3257689"
Le Guichet Montparnasse,"15, rue du Maine",,,75014,Paris,leguichet@guichetmontparnasse.com,01 43 27 88 61,01 43 27 88 61,http://www.guichetmontparnasse.com,"48.8405727, 2.3223782"
Théâtre d'Edgar,"58, boulevard Edgar Quinet",,,75014,Paris,edgartheatre@gmail.com,01 43 22 11 02,01 43 20 37 92,http://www.edgar.fr,"48.8415105, 2.3244174"
Utopia,"79, rue de l'Ouest",,,75014,Paris,jacutopia@wanadoo.fr,01 43 22 79 66,01 45 42 66 63,http://www.utopia-cafeconcert.fr,"48.8353772, 2.3180495"
Le Prologue,"18, rue des Quatre Frères Peignot",,,75015,Paris,,01 45 75 33 15,01 45 77 39 12,,"48.84608, 2.282694"
Bibliothèque Musset à Paris,20 rue de Musset,,,75016,Paris,bibliotheque.musset@paris.fr,01 45 25 69 83,,,"48.8420491, 2.2632927"
L'Avant Rue,"134, rue de Tocqueville",,,75017,Paris,avant-rue@wanadoo.fr,01 44 15 96 86,01 44 15 96 48,http://www.avantrue.fr,"48.8889313, 2.3056531"
Le Petit Hébertot,"78 bis, boulevard des Batignolles",,,75017,Paris,,,,,"48.882011, 2.319026"
Théâtre le Méry,"7, place de Clichy",,,75017,Paris,contact@theatrelemery.com,01 45 22 18 66,,http://www.theatrelemery.com,"48.8837557, 2.3268201"
Bibliothèque Clignancourt à Paris,29 rue Hermel,,,75018,Paris,bibliotheque.clignancourt@paris.fr,01 53 41 35 60,,,"48.8916173, 2.3444353"
L'Étoile du Nord,"16, rue Georgette Agutte",,,75018,Paris,contact@etoiledunord-theatre.com,01 42 26 47 47,01 42 26 63 98,http://www.etoiledunord-theatre.com,"48.8954707, 2.3329044"
Rendez-vous des amis,"23, rue Gabrielle",,,75018,Paris,bar@rdvdesamis.com,01 42 64 58 22,,http://www.myspace.com/rendezvousdesamis,"48.8857454, 2.3406778"
Le Stock - École ATLA,"12, villa de Guelma",,,75018,Paris,atla@atla.fr,01 44 92 96 36,01 44 92 96 37,http://www.atla.fr,"48.883484, 2.3373633"
Théâtre de l'Atelier,"1, place Charles-Dullin",,,75018,Paris,,01 46 06 19 89,01 42 64 55 80,http://www.theatre-atelier.com,"48.8833559, 2.3427614"
Tremplin Théâtre,"39, rue des Trois-Frères",,,75018,Paris,contact@tremplintheatre.fr,01 48 60 66 05,01 49 63 94 94,http://www.tremplintheatre.fr,"48.88509, 2.339747"
Atelier du Plateau,"5, rue du Plateau",,,75019,Paris,atelierduplateau@free.fr,01 42 41 28 22,,http://atelierduplateau.free.fr,"48.8779396, 2.3851275"
Bibliothèque Hergé à Paris,2 rue du Département,,,75019,Paris,bibliotheque.herge@paris.fr,01 40 38 18 08,,,"48.8850939, 2.3669807"
Centre d'animation Curial,"90, rue Curial",,,75019,Paris,cacurial@laligue.org,01 40 34 91 69,01 46 07 96 33,,"48.8909462, 2.3719184"
La Géode,"26, av Corentin Cariou",,,75019,Paris,,01 40 05 79 99,,,"48.89461, 2.38872"
La Péniche Opéra,Bassin de la Villette,"Face au n°46, quai de Loir",,75019,Paris,penicheopera@hotmail.com,01 53 35 07 77,01 53 26 91 93,,"48.885746, 2.374859"
Le vent se lève,181 bis avenue Jean Jaurès,,,75019,Paris,contact@leventseleve.com,01 77 35 94 36,,http://www.leventseleve.com/,"48.887838, 2.388788"
Bouillon Belge,"6, rue Planchat",,,75020,Paris,,,,,"48.8519314, 2.3993522"
Chez Pascaline,"49, rue de Pixericourt",,,75020,Paris,,01 44 62 22 80,,,"48.872847, 2.396057"
Médiathèque Marguerite Duras à Paris,115 rue de Bagnolet,,,75020,Paris,mediatheque.marguerite-duras@paris.fr,01 55 25 49 10,,,"48.8599582, 2.4036253"
Théâtre de Ménilmontant,15 rue du Retrait,,,75020,Paris,victor.tdm@orange.fr,01 46 36 03 43,01 47 97 74 75,http://menilmontant.info,"48.8682481, 2.3949021"
Centre culturel héllenique,23 rue de Galilée,,,75116,Paris,contact@cchel.org,01 47 23 39 06,,http://www.cchel.com/fr/,"48.868907, 2.294173"
Goethe Institut Paris,17 avenue d'Iéna,,,75116,Paris,info@paris.goethe.org,01 44 43 92 30,01 44 43 92 40,http://www.goethe.de/paris,"48.8661287, 2.2944094"
Parc de la Villette,"211, avenue Jean Jaurès",,,75935,Paris Cedex 19,,,,,"48.893827, 2.390274"
Comédie Française / Salle Richelieu,Place Colette,,,75001,Paris,informations@comedie-francaise.org,01 44 58 14 00,01 44 58 15 50,http://www.comedie-francaise.fr,"48.8631944, 2.3358333"
Église Saint-Eustache,2 impasse Saint-Eustache,,,75001,Paris,paroisse@saint-eustache.org,01 42 36 31 05,01 42 33 77 87,http://www.saint-eustache.org/vie-artistique.php,"48.863393, 2.345099"
Le Sunset,"60, rue des Lombards",,,75001,Paris,,01 40 26 46 60,,http://www.sunset-sunside.com/,"48.8597984, 2.3477737"
Café théâtre Oscar,155 rue Montmartre,,,75002,Paris,,01 42 21 09 61,01 42 06 77 48,,"48.870695, 2.3425543"
Le Mélo d'Amélie,"4, rue Marie-Stuart",,,75002,Paris,jeanluclopez@yahoo.fr,01 40 39 08 36,01 40 26 47 70,http://www.lemelodamelie.com,"48.865007, 2.3484285"
Théâtre Daunou,"7, rue Daunou",,,75002,Paris,,01 42 61 52 12,01 42 61 73 00,,"48.8693358, 2.3320464"
La gaîté lyrique,3 bis rue Papin,,,75003,Paris,,01 53 01 52 00,,http://www.gaite-lyrique.net/,"48.866836, 2.353579"
Maison de la Poésie,Passage Molière,"157, rue Saint-Martin",,75003,Paris,,,01 42 71 11 02,http://www.maisondelapoesieparis.com,"48.8623474, 2.3519539"
Théâtre Dejazet,"41, boulevard du Temple",,,75003,Paris,theatredejazet@yahoo.fr,01 48 87 97 34,01 48 87 10 21,http://dejazet.com/,"48.8662732, 2.3645587"
Café de la Gare,"41, rue du Temple",,,75004,Paris,cdlg5@wanadoo.fr,01 42 78 52 51,01 42 78 10 29,http://www.cdlg.fr,"48.859552, 2.353949"
Le Point Virgule,"7, rue Sainte-Croix de la Bretonnerie",,,75004,Paris,le-point-virgule@orange.fr,01 42 78 67 03,,http://www.lepointvirgule.com,"48.8577984, 2.356857"
Bibliothèque Buffon à Paris,15 Bis rue Buffon,,,75005,Paris,bibliotheque.buffon@paris.fr,01 55 43 25 25,,,"48.8425588, 2.3619168"
